time,tokens,prefix_tokens,rate,elapsed_s,queue,pending
2026-09-11 21:51:52,2048.0,514048.0,1091.42,252.22456455230713,7.0,7462728.0
2026-09-11 21:51:53,2048.0,516096.0,1181.23,253.22456455230713,7.0,7460680.0
2026-09-11 21:51:55,2048.0,518144.0,1131.43,255.22456455230713,7.0,7458632.0
2026-09-11 21:51:56,2048.0,520192.0,1617.68,256.22456455230713,7.0,7456584.0
2026-09-11 21:51:58,2048.0,522240.0,1181.43,258.22456455230713,7.0,7454536.0
2026-09-11 21:51:59,2048.0,524288.0,1537.97,259.22456455230713,7.0,7452488.0
2026-09-11 21:52:01,2048.0,526336.0,1151.78,261.22456455230713,7.0,7450440.0
2026-09-11 21:52:03,2048.0,528384.0,1592.66,263.22456455230713,7.0,7448392.0
2026-09-11 21:52:04,2048.0,530432.0,1138.16,264.22456455230713,7.0,7446344.0
2026-09-11 21:52:06,2048.0,532480.0,1594.58,266.22456455230713,7.0,7444296.0
2026-09-11 21:52:07,2048.0,534528.0,1170.17,267.22456455230713,7.0,7442248.0
2026-09-11 21:52:09,2048.0,536576.0,1584.16,269.22456455230713,7.0,7440200.0
2026-09-11 21:52:10,2048.0,538624.0,1180.81,270.22456455230713,7.0,7438152.0
2026-09-11 21:52:12,2048.0,540672.0,1577.66,272.22456455230713,7.0,7436104.0
2026-09-11 21:52:13,2048.0,542720.0,1240.84,273.22456455230713,7.0,7434056.0
2026-09-11 21:52:15,2048.0,544768.0,1580.87,275.22456455230713,7.0,7432008.0
2026-09-11 21:52:16,2048.0,546816.0,1114.03,276.22456455230713,7.0,7429960.0
2026-09-11 21:52:18,2048.0,548864.0,1565.17,278.22456455230713,7.0,7427912.0
2026-09-11 21:52:20,2048.0,550912.0,1122.36,280.22456455230713,7.0,7425864.0
2026-09-11 21:52:21,2048.0,552960.0,1556.67,281.22456455230713,7.0,7423816.0
2026-09-11 21:52:23,2048.0,555008.0,1243.25,283.22456455230713,7.0,7421768.0
2026-09-11 21:52:24,2048.0,557056.0,1152.99,284.22456455230713,7.0,7419720.0
2026-09-11 21:52:26,2048.0,559104.0,1290.6,286.22456455230713,7.0,7417672.0
2026-09-11 21:52:28,2048.0,561152.0,1254.84,288.22456455230713,7.0,7415624.0
2026-09-11 21:52:30,2048.0,563200.0,1022.76,290.22456455230713,7.0,7413576.0
